Last_Update,Test_numbers,Confirmed,Deaths,Recovered,Intubated,DailyConfirmed,DailyDeaths,DailyRecovered,DailyIntubated,General DailyIntubated,Total Death/Recovered,Total Confirmed/Recovered,Daily Death/Recovered,Daily Confirmed/Recovered,Daily Intubated/Recovered,Daily Death/Intubated,Daily Confirmed/Test
2020-08-13,66892,245635,5912,228057,647,1243,21,968,15,15,0.025923343725472142,1.0770772219225895,0.02169421487603306,1.2840909090909092,0.015495867768595042,1.4,0.01858219219039646
2020-08-14,70192,246861,5934,228980,656,1226,22,923,9,9,0.02591492706786619,1.0780897895012664,0.023835319609967497,1.3282773564463706,0.009750812567713976,2.4444444444444446,0.017466377934807386
2020-08-15,67214,248117,5955,229972,668,1256,21,992,12,12,0.02589445671646983,1.0789009096759605,0.021169354838709676,1.2661290322580645,0.012096774193548387,1.75,0.01868658315231946
2020-08-16,65956,249309,5974,230969,679,1192,19,997,11,11,0.025864942914417086,1.0794045954218965,0.01905717151454363,1.1955867602808425,0.011033099297893681,1.7272727272727273,0.018072654496937353
2020-08-17,74846,250542,5996,231971,686,1233,22,1002,7,7,0.02584805859353109,1.0800574209707248,0.021956087824351298,1.2305389221556886,0.006986027944111776,3.142857142857143,0.016473826256580178
2020-08-18,82318,251805,6016,232913,703,1263,20,942,17,17,0.02582938693847059,1.0811118314563808,0.021231422505307854,1.3407643312101911,0.018046709129511677,1.1764705882352942,0.015342938360990306
2020-08-19,87223,253108,6039,233915,719,1303,23,1002,16,16,0.025817070303315308,1.0820511724344313,0.022954091816367265,1.3003992015968064,0.015968063872255488,1.4375,0.014938720291666189
2020-08-20,92301,254520,6058,234797,735,1412,19,882,16,16,0.02580101108617231,1.0840002214679063,0.021541950113378686,1.600907029478458,0.018140589569160998,1.1875,0.015297775755408935
2020-08-21,92227,255723,6080,235569,722,1203,22,772,0,-13,0.02580984764548816,1.085554550895916,0.02849740932642487,1.5582901554404145,0.0,0.0,0.013043902544807919
2020-08-22,93007,257032,6102,236370,762,1309,22,801,40,40,0.025815458814570376,1.0874138003976817,0.02746566791510612,1.634207240948814,0.049937578027465665,0.55,0.01407420946810455
2020-08-23,80302,258249,6121,237165,783,1217,19,795,21,21,0.025809035903274092,1.0889001328189236,0.02389937106918239,1.5308176100628932,0.026415094339622643,0.9047619047619048,0.01515528878483724
2020-08-24,95943,259692,6139,237908,796,1443,18,743,13,13,0.025804092338214773,1.0915648065638819,0.024226110363391656,1.9421265141318977,0.017496635262449527,1.3846153846153846,0.015040180106938495
2020-08-25,98231,261194,6163,238795,811,1502,24,887,15,15,0.025808748089365355,1.0938001214430788,0.02705749718151071,1.693348365276212,0.016910935738444193,1.6,0.01529048874591524
2020-08-26,100109,262507,6183,239797,841,1313,20,1002,30,30,0.025784309228222203,1.0947051047344212,0.01996007984031936,1.3103792415169662,0.029940119760479042,0.6666666666666666,0.013115703882767784
2020-08-27,106111,263998,6209,240792,862,1491,26,995,21,21,0.02578574039004618,1.0963736336755374,0.02613065326633166,1.4984924623115579,0.021105527638190954,1.2380952380952381,0.014051323613951429
2020-08-28,107814,265515,6245,241809,896,1517,36,1017,34,34,0.025826168587604267,1.0980360532486384,0.035398230088495575,1.4916420845624385,0.03343166175024582,1.0588235294117647,0.014070528873801176
2020-08-29,101414,267064,6284,242812,917,1549,39,1003,21,21,0.02588010477241652,1.0998797423521078,0.038883349950149554,1.5443668993020938,0.020937188434695914,1.8571428571428572,0.015274025282505373
2020-08-30,91302,268546,6326,243839,945,1482,42,1027,28,28,0.02594334786477963,1.1013250546467137,0.04089581304771178,1.4430379746835442,0.027263875365141188,1.5,0.016231845961753304
2020-08-31,110102,270133,6370,244926,961,1587,44,1087,16,16,0.026007855433886153,1.1029167993598066,0.040478380864765406,1.4599816007359705,0.014719411223551058,2.75,0.014413907104321447
